ID	Aligned Bases	Reference bases	% Aligned Bases
snippy-SAL_CA4921AA_AS.scaffold	4696181	4983515	94.23
snippy-SAL_CA4923AA_AS.scaffold	4696323	4983515	94.24
snippy-SAL_CA4924AA_AS.scaffold	4696193	4983515	94.23
snippy-SAL_CA4927AA_AS.scaffold	4695924	4983515	94.23
snippy-SAL_CA4928AA_AS.scaffold	4768527	4983515	95.69
snippy-SAL_CA4931AA_AS.scaffold	4698887	4983515	94.29
snippy-SAL_CA4932AA_AS.scaffold	4774937	4983515	95.81
snippy-SAL_CA4934AA_AS.scaffold	4786683	4983515	96.05
snippy-SAL_CA4936AA_AS.scaffold	4700880	4983515	94.33
snippy-SAL_CA4940AA_AS.scaffold	4659795	4983515	93.50
snippy-SAL_CA4941AA_AS.scaffold	4776984	4983515	95.86
snippy-SAL_CA4943AA_AS.scaffold	4842032	4983515	97.16
snippy-SAL_CA4947AA_AS.scaffold	4840514	4983515	97.13
snippy-SAL_CA4948AA_AS.scaffold	4695267	4983515	94.22
snippy-SAL_CA4951AA_AS.scaffold	4842348	4983515	97.17
snippy-SAL_CA4952AA_AS.scaffold	4845379	4983515	97.23
snippy-SAL_CA4956AA_AS.scaffold	4629976	4983515	92.91
snippy-SAL_CA4957AA_AS.scaffold	4695082	4983515	94.21
snippy-SAL_CA4958AA_AS.scaffold	4720601	4983515	94.72
snippy-SAL_CA4965AA_AS.scaffold	4695315	4983515	94.22
snippy-SAL_CA4966AA_AS.scaffold	4697125	4983515	94.25
snippy-SAL_CA4967AA_AS.scaffold	4702547	4983515	94.36
snippy-SAL_CA4970AA_AS.scaffold	4704400	4983515	94.40
snippy-SAL_CA4971AA_AS.scaffold	4695597	4983515	94.22
snippy-SAL_CA4975AA_AS.scaffold	4702442	4983515	94.36
snippy-SAL_CA4979AA_AS.scaffold	4694955	4983515	94.21
snippy-SAL_CA4980AA_AS.scaffold	4696361	4983515	94.24
snippy-SAL_CA4984AA_AS.scaffold	4704564	4983515	94.40
snippy-SAL_CA4985AA_AS.scaffold	4695702	4983515	94.22
snippy-SAL_CA4987AA_AS.scaffold	4844438	4983515	97.21
snippy-SAL_CA4988AA_AS.scaffold	4698494	4983515	94.28
snippy-SAL_CA4991AA_AS.scaffold	4732638	4983515	94.97
snippy-SAL_CA4994AA_AS.scaffold	4803794	4983515	96.39
snippy-SAL_CA4995AA_AS.scaffold	4781706	4983515	95.95
snippy-SAL_CA4996AA_AS.scaffold	4788815	4983515	96.09
snippy-SAL_CA4999AA_AS.scaffold	4784408	4983515	96.00
snippy-SAL_CA5000AA_AS.scaffold	4778180	4983515	95.88
snippy-SAL_CA5004AA_AS.scaffold	4778203	4983515	95.88
snippy-SAL_CA5005AA_AS.scaffold	4844051	4983515	97.20
snippy-SAL_CA5009AA_AS.scaffold	4692903	4983515	94.17
snippy-SAL_CA5012AA_AS.scaffold	4783183	4983515	95.98
snippy-SAL_CA5013AA_AS.scaffold	4698265	4983515	94.28
snippy-SAL_CA5021AA_AS.scaffold	4784585	4983515	96.01
snippy-SAL_CA5024AA_AS.scaffold	4788910	4983515	96.10
snippy-SAL_CA5025AA_AS.scaffold	4704981	4983515	94.41
snippy-SAL_CA5028AA_AS.scaffold	4782193	4983515	95.96
snippy-SAL_CA5029AA_AS.scaffold	4814026	4983515	96.60
snippy-SAL_CA5031AA_AS.scaffold	4852765	4983515	97.38
snippy-SAL_CA5032AA_AS.scaffold	4705967	4983515	94.43
snippy-SAL_CA5035AA_AS.scaffold	4695134	4983515	94.21
snippy-SAL_CA5036AA_AS.scaffold	4788418	4983515	96.09
snippy-SAL_CA5038AA_AS.scaffold	4694487	4983515	94.20
snippy-SAL_CA5039AA_AS.scaffold	4688207	4983515	94.07
snippy-SAL_CA5041AA_AS.scaffold	4698845	4983515	94.29
snippy-SAL_CA5044AA_AS.scaffold	4816624	4983515	96.65
snippy-SAL_CA5048AA_AS.scaffold	4695385	4983515	94.22
snippy-SAL_CA5049AA_AS.scaffold	4843837	4983515	97.20
snippy-SAL_CA5051AA_AS.scaffold	4693199	4983515	94.17
snippy-SAL_CA5052AA_AS.scaffold	4765262	4983515	95.62
snippy-SAL_CA5056AA_AS.scaffold	4695575	4983515	94.22
snippy-SAL_CA5058AA_AS.scaffold	4845398	4983515	97.23
snippy-SAL_CA5059AA_AS.scaffold	4698485	4983515	94.28
snippy-SAL_CA5061AA_AS.scaffold	4695527	4983515	94.22
snippy-SAL_CA5065AA_AS.scaffold	4695287	4983515	94.22
snippy-SAL_CA5066AA_AS.scaffold	4698279	4983515	94.28
snippy-SAL_CA5069AA_AS.scaffold	4780200	4983515	95.92
snippy-SAL_CA5070AA_AS.scaffold	4698421	4983515	94.28
snippy-SAL_CA5074AA_AS.scaffold	4845530	4983515	97.23
snippy-SAL_CA5077AA_AS.scaffold	4731593	4983515	94.94
snippy-SAL_CA5078AA_AS.scaffold	4698734	4983515	94.29
snippy-SAL_CA5079AA_AS.scaffold	4779072	4983515	95.90
snippy-SAL_CA5082AA_AS.scaffold	4845030	4983515	97.22
snippy-SAL_CA5083AA_AS.scaffold	4684463	4983515	94.00
snippy-SAL_CA5086AA_AS.scaffold	4845698	4983515	97.23
snippy-SAL_CA5089AA_AS.scaffold	4845749	4983515	97.24
snippy-SAL_CA5095AA_AS.scaffold	4695389	4983515	94.22
snippy-SAL_CA5096AA_AS.scaffold	4694757	4983515	94.21
snippy-SAL_CA5100AA_AS.scaffold	4693967	4983515	94.19
snippy-SAL_CA5101AA_AS.scaffold	4695447	4983515	94.22
snippy-SAL_CA5103AA_AS.scaffold	4785851	4983515	96.03
snippy-SAL_CA5108AA_AS.scaffold	4695803	4983515	94.23
snippy-SAL_CA5109AA_AS.scaffold	4695843	4983515	94.23
snippy-SAL_CA5113AA_AS.scaffold	4699326	4983515	94.30
snippy-SAL_CA5115AA_AS.scaffold	4777713	4983515	95.87
snippy-SAL_CA5118AA_AS.scaffold	4692859	4983515	94.17
snippy-SAL_CA5128AA_AS.scaffold	4693168	4983515	94.17
snippy-SAL_CA5133AA_AS.scaffold	4693320	4983515	94.18
snippy-SAL_CA5137AA_AS.scaffold	4706003	4983515	94.43
snippy-SAL_CA5139AA_AS.scaffold	4671894	4983515	93.75
snippy-SAL_CA5146AA_AS.scaffold	4709755	4983515	94.51
snippy-SAL_CA5152AA_AS.scaffold	4794791	4983515	96.21
snippy-SAL_CA5155AA_AS.scaffold	4695254	4983515	94.22
snippy-SAL_CA5156AA_AS.scaffold	4694978	4983515	94.21
snippy-SAL_CA5159AA_AS.scaffold	4698359	4983515	94.28
snippy-SAL_CA5160AA_AS.scaffold	4778053	4983515	95.88
snippy-SAL_CA5163AA_AS.scaffold	4695440	4983515	94.22
snippy-SAL_CA5164AA_AS.scaffold	4696503	4983515	94.24
snippy-SAL_CA5166AA_AS.scaffold	4786773	4983515	96.05
snippy-SAL_CA5167AA_AS.scaffold	4695352	4983515	94.22
snippy-SAL_CA5169AA_AS.scaffold	4695610	4983515	94.22
snippy-SAL_CA5172AA_AS.scaffold	4698319	4983515	94.28
snippy-SAL_CA5173AA_AS.scaffold	4782252	4983515	95.96
snippy-SAL_CA5174AA_AS.scaffold	4777203	4983515	95.86
snippy-SAL_CA5178AA_AS.scaffold	4695102	4983515	94.21
snippy-SAL_CA5179AA_AS.scaffold	4695558	4983515	94.22
snippy-SAL_CA5184AA_AS.scaffold	4832406	4983515	96.97
snippy-SAL_CA5185AA_AS.scaffold	4681917	4983515	93.95
snippy-SAL_CA5190AA_AS.scaffold	4694941	4983515	94.21
snippy-SAL_CA5197AA_AS.scaffold	4697901	4983515	94.27
snippy-SAL_CA5199AA_AS.scaffold	4698258	4983515	94.28
snippy-SAL_CA5200AA_AS.scaffold	4687764	4983515	94.07
snippy-SAL_CA5206AA_AS.scaffold	4694776	4983515	94.21
snippy-SAL_CA5207AA_AS.scaffold	4698491	4983515	94.28
snippy-SAL_CA5208AA_AS.scaffold	4686002	4983515	94.03
snippy-SAL_CA5210AA_AS.scaffold	4695471	4983515	94.22
snippy-SAL_CA5211AA_AS.scaffold	4677548	4983515	93.86
snippy-SAL_CA5213AA_AS.scaffold	4704011	4983515	94.39
snippy-SAL_CA5216AA_AS.scaffold	4844905	4983515	97.22
snippy-SAL_CA5218AA_AS.scaffold	4706229	4983515	94.44
snippy-SAL_CA5220AA_AS.scaffold	4693288	4983515	94.18
snippy-SAL_CA5222AA_AS.scaffold	4675479	4983515	93.82
snippy-SAL_CA5223AA_AS.scaffold	4698462	4983515	94.28
snippy-SAL_CA5224AA_AS.scaffold	4775648	4983515	95.83
snippy-SAL_CA5228AA_AS.scaffold	4702577	4983515	94.36
snippy-SAL_CA5229AA_AS.scaffold	4694452	4983515	94.20
snippy-SAL_CA5232AA_AS.scaffold	4694847	4983515	94.21
snippy-SAL_CA5233AA_AS.scaffold	4693566	4983515	94.18
snippy-SAL_CA5236AA_AS.scaffold	4694739	4983515	94.21
snippy-SAL_CA5239AA_AS.scaffold	4751317	4983515	95.34
snippy-SAL_CA5240AA_AS.scaffold	4702767	4983515	94.37
snippy-SAL_CA5243AA_AS.scaffold	4844804	4983515	97.22
snippy-SAL_CA5244AA_AS.scaffold	4692936	4983515	94.17
snippy-SAL_CA5247AA_AS.scaffold	4844830	4983515	97.22
snippy-SAL_CA5250AA_AS.scaffold	4694846	4983515	94.21
snippy-SAL_CA5251AA_AS.scaffold	4791815	4983515	96.15
snippy-SAL_CA5252AA_AS.scaffold	4702478	4983515	94.36
snippy-SAL_CA5255AA_AS.scaffold	4844202	4983515	97.20
snippy-SAL_CA5256AA_AS.scaffold	4694958	4983515	94.21
snippy-SAL_CA5259AA_AS.scaffold	4844782	4983515	97.22
snippy-SAL_CA5262AA_AS.scaffold	4703118	4983515	94.37
snippy-SAL_CA5263AA_AS.scaffold	4694383	4983515	94.20
snippy-SAL_CA5266AA_AS.scaffold	4695041	4983515	94.21
snippy-SAL_CA5267AA_AS.scaffold	4793261	4983515	96.18
snippy-SAL_CA5274AA_AS.scaffold	4693407	4983515	94.18
snippy-SAL_CA5278AA_AS.scaffold	4695468	4983515	94.22
snippy-SAL_CA5279AA_AS.scaffold	4815072	4983515	96.62
snippy-SAL_CA5280AA_AS.scaffold	4698318	4983515	94.28
snippy-SAL_CA5283AA_AS.scaffold	4813656	4983515	96.59
snippy-SAL_CA5284AA_AS.scaffold	4845882	4983515	97.24
snippy-SAL_CA5287AA_AS.scaffold	4694204	4983515	94.19
snippy-SAL_CA5290AA_AS.scaffold	4842395	4983515	97.17
snippy-SAL_CA5291AA_AS.scaffold	4848899	4983515	97.30
snippy-SAL_CA5295AA_AS.scaffold	4846271	4983515	97.25
snippy-SAL_CA5299AA_AS.scaffold	4706524	4983515	94.44
snippy-SAL_CA5302AA_AS.scaffold	4619163	4983515	92.69
snippy-SAL_CA5303AA_AS.scaffold	4694017	4983515	94.19
snippy-SAL_CA5304AA_AS.scaffold	4583108	4983515	91.97
snippy-SAL_CA5305AA_AS.scaffold	4845378	4983515	97.23
snippy-SAL_CA5311AA_AS.scaffold	4706033	4983515	94.43
snippy-SAL_CA5313AA_AS.scaffold	4683768	4983515	93.99
snippy-SAL_CA5319AA_AS.scaffold	4790859	4983515	96.13
snippy-SAL_CA5322AA_AS.scaffold	4777549	4983515	95.87
snippy-SAL_CA5325AA_AS.scaffold	4781221	4983515	95.94
snippy-SAL_CA5328AA_AS.scaffold	4788428	4983515	96.09
snippy-SAL_CA5331AA_AS.scaffold	4694075	4983515	94.19
snippy-SAL_CA5334AA_AS.scaffold	4691882	4983515	94.15
snippy-SAL_CA5338AA_AS.scaffold	4762077	4983515	95.56
snippy-SAL_CA5340AA_AS.scaffold	4787477	4983515	96.07
snippy-SAL_CA5341AA_AS.scaffold	4844704	4983515	97.21
snippy-SAL_CA5367AA_AS.scaffold	4698473	4983515	94.28
snippy-SAL_CA5376AA_AS.scaffold	4781428	4983515	95.94
snippy-SAL_CA5403AA_AS.scaffold	4787938	4983515	96.08
snippy-SAL_CA5422AA_AS.scaffold	4909114	4983515	98.51
snippy-SAL_CA5448AA_AS.scaffold	4695608	4983515	94.22
snippy-SAL_CA5476AA_AS.scaffold	4790074	4983515	96.12
snippy-SAL_CA5506AA_AS.scaffold	4692924	4983515	94.17
snippy-SAL_CA5524AA_AS.scaffold	4695076	4983515	94.21
snippy-SAL_CA5543AA_AS.scaffold	4780270	4983515	95.92
snippy-SAL_CA5561AA_AS.scaffold	4706034	4983515	94.43
snippy-SAL_CA5567AA_AS.scaffold	4909088	4983515	98.51
snippy-SAL_CA5571AA_AS.scaffold	4789558	4983515	96.11
snippy-SAL_CA5573AA_AS.scaffold	4693275	4983515	94.18
snippy-SAL_CA5575AA_AS.scaffold	4692917	4983515	94.17
snippy-SAL_CA5577AA_AS.scaffold	4762668	4983515	95.57
snippy-SAL_CA5588AA_AS.scaffold	4692888	4983515	94.17
snippy-SAL_CA5616AA_AS.scaffold	4693055	4983515	94.17
snippy-SAL_CA5625AA_AS.scaffold	4693313	4983515	94.18
snippy-SAL_CA5644AA_AS.scaffold	4665415	4983515	93.62
snippy-SAL_CA5670AA_AS.scaffold	4762701	4983515	95.57
snippy-SAL_CA5688AA_AS.scaffold	4794147	4983515	96.20
snippy-SAL_CA5696AA_AS.scaffold	4733778	4983515	94.99
snippy-SAL_CA5705AA_AS.scaffold	4675724	4983515	93.82
snippy-SAL_CA5734AA_AS.scaffold	4704387	4983515	94.40
snippy-SAL_CA5761AA_AS.scaffold	4709333	4983515	94.50
snippy-SAL_CA5770AA_AS.scaffold	4717324	4983515	94.66
snippy-SAL_CA5797AA_AS.scaffold	4768109	4983515	95.68
snippy-SAL_CA5803AA_AS.scaffold	4704751	4983515	94.41
snippy-SAL_CA5805AA_AS.scaffold	4694181	4983515	94.19
snippy-SAL_CA5807AA_AS.scaffold	4752351	4983515	95.36
snippy-SAL_CA5832AA_AS.scaffold	4778917	4983515	95.89
snippy-SAL_CA5884AA_AS.scaffold	4711848	4983515	94.55
snippy-SAL_CA5891AA_AS.scaffold	4695282	4983515	94.22
snippy-SAL_CA5894AA_AS.scaffold	4785082	4983515	96.02
snippy-SAL_CA5895AA_AS.scaffold	4777880	4983515	95.87
snippy-SAL_CA5897AA_AS.scaffold	4659437	4983515	93.50
snippy-SAL_CA5900AA_AS.scaffold	4695070	4983515	94.21
snippy-SAL_CA7288AA_AS.scaffold	4698282	4983515	94.28
snippy-SAL_EA1673AA_AS.scaffold	4691353	4983515	94.14
snippy-SAL_EA1732AA_AS.scaffold	4656071	4983515	93.43
snippy-SAL_EA1761AA_AS.scaffold	4694168	4983515	94.19
snippy-SAL_EA1762AA_AS.scaffold	4511800	4983515	90.53
snippy-SAL_EA1763AA_AS.scaffold	4510952	4983515	90.52
snippy-SAL_EA1765AA_AS.scaffold	4599373	4983515	92.29
snippy-SAL_EA1766AA_AS.scaffold	4512470	4983515	90.55
snippy-SAL_EA1806AA_AS.scaffold	4651268	4983515	93.33
snippy-SAL_EA1807AA_AS.scaffold	4736658	4983515	95.05
snippy-SAL_EA1808AA_AS.scaffold	4655844	4983515	93.42
snippy-SAL_EA1809AA_AS.scaffold	4650148	4983515	93.31
snippy-SAL_EA1811AA_AS.scaffold	4655998	4983515	93.43
snippy-SAL_EA1816AA_AS.scaffold	4685666	4983515	94.02
snippy-SAL_EA1824AA_AS.scaffold	4694719	4983515	94.20
snippy-SAL_EA1827AA_AS.scaffold	4696689	4983515	94.24
snippy-SAL_EA1828AA_AS.scaffold	4697122	4983515	94.25
snippy-SAL_EA1829AA_AS.scaffold	4696834	4983515	94.25
snippy-SAL_EA1830AA_AS.scaffold	4696376	4983515	94.24
snippy-SAL_EA1834AA_AS.scaffold	4691286	4983515	94.14
snippy-SAL_EA1836AA_AS.scaffold	4694175	4983515	94.19
snippy-SAL_EA1840AA_AS.scaffold	4691281	4983515	94.14
snippy-SAL_EA2836AA_AS.scaffold	4689714	4983515	94.10
snippy-SAL_EA3057AA_AS.scaffold	4604568	4983515	92.40
snippy-SAL_EA3393AA_AS.scaffold	4706053	4983515	94.43
snippy-SAL_EA3468AA_AS.scaffold	4786370	4983515	96.04
snippy-SAL_EA3649AA_AS.scaffold	4694910	4983515	94.21
snippy-SAL_EA3651AA_AS.scaffold	4707626	4983515	94.46
snippy-SAL_EA3654AA_AS.scaffold	4705873	4983515	94.43
snippy-SAL_EA3655AA_AS.scaffold	4699342	4983515	94.30
snippy-SAL_EA3660AA_AS.scaffold	4705792	4983515	94.43
snippy-SAL_EA3920AA_AS.scaffold	4694565	4983515	94.20
snippy-SAL_EA4037AA_AS.scaffold	4830631	4983515	96.93
snippy-SAL_EA4127AA_AS.scaffold	4739949	4983515	95.11
snippy-SAL_EA4131AA_AS.scaffold	4656128	4983515	93.43
snippy-SAL_EA4283AA_AS.scaffold	4655815	4983515	93.42
snippy-SAL_EA4284AA_AS.scaffold	4655996	4983515	93.43
snippy-SAL_EA4286AA_AS.scaffold	4697149	4983515	94.25
snippy-SAL_EA4294AA_AS.scaffold	4695268	4983515	94.22
snippy-SAL_EA4318AA_AS.scaffold	4785750	4983515	96.03
snippy-SAL_EA4393AA_AS.scaffold	4695053	4983515	94.21
snippy-SAL_EA4394AA_AS.scaffold	4732448	4983515	94.96
snippy-SAL_EA4398AA_AS.scaffold	4694922	4983515	94.21
snippy-SAL_EA4402AA_AS.scaffold	4695399	4983515	94.22
snippy-SAL_EA4405AA_AS.scaffold	4694970	4983515	94.21
snippy-SAL_EA4408AA_AS.scaffold	4685438	4983515	94.02
snippy-SAL_EA4433AA_AS.scaffold	4656361	4983515	93.44
snippy-SAL_EA4448AA_AS.scaffold	4689995	4983515	94.11
snippy-SAL_EA4454AA_AS.scaffold	4696025	4983515	94.23
snippy-SAL_EA4471AA_AS.scaffold	4658800	4983515	93.48
snippy-SAL_EA4484AA_AS.scaffold	4784730	4983515	96.01
snippy-SAL_EA4490AA_AS.scaffold	4694474	4983515	94.20
snippy-SAL_EA4491AA_AS.scaffold	4694428	4983515	94.20
snippy-SAL_EA4492AA_AS.scaffold	4695154	4983515	94.21
snippy-SAL_EA4497AA_AS.scaffold	4696837	4983515	94.25
snippy-SAL_EA4504AA_AS.scaffold	4775058	4983515	95.82
snippy-SAL_EA4512AA_AS.scaffold	4697013	4983515	94.25
snippy-SAL_EA4515AA_AS.scaffold	4697089	4983515	94.25
snippy-SAL_EA4519AA_AS.scaffold	4656129	4983515	93.43
snippy-SAL_EA4522AA_AS.scaffold	4695349	4983515	94.22
snippy-SAL_EA4533AA_AS.scaffold	4704819	4983515	94.41
snippy-SAL_EA4540AA_AS.scaffold	4697396	4983515	94.26
snippy-SAL_EA4560AA_AS.scaffold	4694661	4983515	94.20
snippy-SAL_EA4562AA_AS.scaffold	4684521	4983515	94.00
snippy-SAL_EA4564AA_AS.scaffold	4694704	4983515	94.20
snippy-SAL_EA4568AA_AS.scaffold	4694338	4983515	94.20
snippy-SAL_EA4569AA_AS.scaffold	4696734	4983515	94.25
snippy-SAL_EA4571AA_AS.scaffold	4667641	4983515	93.66
snippy-SAL_EA4572AA_AS.scaffold	4670953	4983515	93.73
snippy-SAL_EA4574AA_AS.scaffold	4685391	4983515	94.02
snippy-SAL_EA4576AA_AS.scaffold	4697026	4983515	94.25
snippy-SAL_EA4579AA_AS.scaffold	4690955	4983515	94.13
snippy-SAL_EA4583AA_AS.scaffold	4699517	4983515	94.30
snippy-SAL_EA4592AA_AS.scaffold	4696686	4983515	94.24
snippy-SAL_EA4598AA_AS.scaffold	4694944	4983515	94.21
snippy-SAL_EA4602AA_AS.scaffold	4780316	4983515	95.92
snippy-SAL_EA4611AA_AS.scaffold	4788018	4983515	96.08
snippy-SAL_EA4621AA_AS.scaffold	4697829	4983515	94.27
snippy-SAL_EA4640AA_AS.scaffold	4685012	4983515	94.01
snippy-SAL_EA4642AA_AS.scaffold	4692368	4983515	94.16
snippy-SAL_EA4702AA_AS.scaffold	4783363	4983515	95.98
snippy-SAL_EA4711AA_AS.scaffold	4786618	4983515	96.05
snippy-SAL_EA4727AA_AS.scaffold	4706396	4983515	94.44
snippy-SAL_EA4736AA_AS.scaffold	4783256	4983515	95.98
snippy-SAL_EA4737AA_AS.scaffold	4694484	4983515	94.20
snippy-SAL_EA4768AA_AS.scaffold	4696687	4983515	94.24
snippy-SAL_EA4772AA_AS.scaffold	4696699	4983515	94.24
snippy-SAL_EA4774AA_AS.scaffold	4784368	4983515	96.00
snippy-SAL_EA4775AA_AS.scaffold	4798298	4983515	96.28
snippy-SAL_EA4781AA_AS.scaffold	4696237	4983515	94.24
snippy-SAL_EA4808AA_AS.scaffold	4685115	4983515	94.01
snippy-SAL_EA4811AA_AS.scaffold	4695607	4983515	94.22
snippy-SAL_EA4827AA_AS.scaffold	4696881	4983515	94.25
snippy-SAL_EA4830AA_AS.scaffold	4782301	4983515	95.96
snippy-SAL_EA4835AA_AS.scaffold	4784409	4983515	96.00
snippy-SAL_EA4837AA_AS.scaffold	4694571	4983515	94.20
snippy-SAL_EA4849AA_AS.scaffold	4773989	4983515	95.80
snippy-SAL_EA4851AA_AS.scaffold	4672633	4983515	93.76
snippy-SAL_EA4859AA_AS.scaffold	4683373	4983515	93.98
snippy-SAL_EA4861AA_AS.scaffold	4695451	4983515	94.22
snippy-SAL_EA4940AA_AS.scaffold	4694116	4983515	94.19
snippy-SAL_EA4941AA_AS.scaffold	4694357	4983515	94.20
snippy-SAL_EA4944AA_AS.scaffold	4729976	4983515	94.91
snippy-SAL_EA4968AA_AS.scaffold	4780586	4983515	95.93
snippy-SAL_EA4970AA_AS.scaffold	4694732	4983515	94.21
snippy-SAL_EA4973AA_AS.scaffold	4694782	4983515	94.21
snippy-SAL_EA5110AA_AS.scaffold	4681267	4983515	93.94
snippy-SAL_EA5117AA_AS.scaffold	4694590	4983515	94.20
snippy-SAL_EA5121AA_AS.scaffold	4693363	4983515	94.18
snippy-SAL_EA5128AA_AS.scaffold	4695391	4983515	94.22
snippy-SAL_EA5129AA_AS.scaffold	4699479	4983515	94.30
snippy-SAL_EA5130AA_AS.scaffold	4697533	4983515	94.26
snippy-SAL_EA5133AA_AS.scaffold	4780656	4983515	95.93
snippy-SAL_EA5136AA_AS.scaffold	4697038	4983515	94.25
snippy-SAL_EA5203AA_AS.scaffold	4677601	4983515	93.86
snippy-SAL_EA5210AA_AS.scaffold	4683679	4983515	93.98
snippy-SAL_EA5221AA_AS.scaffold	4774236	4983515	95.80
snippy-SAL_EA5242AA_AS.scaffold	4678355	4983515	93.88
snippy-SAL_EA5248AA_AS.scaffold	4683417	4983515	93.98
snippy-SAL_EA5253AA_AS.scaffold	4768075	4983515	95.68
snippy-SAL_EA5257AA_AS.scaffold	4684137	4983515	93.99
snippy-SAL_EA5258AA_AS.scaffold	4694738	4983515	94.21
snippy-SAL_EA5266AA_AS.scaffold	4681306	4983515	93.94
snippy-SAL_EA5281AA_AS.scaffold	4685588	4983515	94.02
snippy-SAL_EA5291AA_AS.scaffold	4682936	4983515	93.97
snippy-SAL_EA5294AA_AS.scaffold	4696879	4983515	94.25
snippy-SAL_EA5304AA_AS.scaffold	4772430	4983515	95.76
snippy-SAL_EA5306AA_AS.scaffold	4692112	4983515	94.15
snippy-SAL_EA5311AA_AS.scaffold	4691249	4983515	94.14
snippy-SAL_EA5316AA_AS.scaffold	4779453	4983515	95.91
snippy-SAL_EA5343AA_AS.scaffold	4781976	4983515	95.96
snippy-SAL_EA5345AA_AS.scaffold	4690550	4983515	94.12
snippy-SAL_EA5354AA_AS.scaffold	4694409	4983515	94.20
snippy-SAL_EA5355AA_AS.scaffold	4768082	4983515	95.68
snippy-SAL_EA5365AA_AS.scaffold	4697187	4983515	94.25
snippy-SAL_EA5415AA_AS.scaffold	4696091	4983515	94.23
snippy-SAL_EA5431AA_AS.scaffold	4695068	4983515	94.21
snippy-SAL_EA5443AA_AS.scaffold	4659280	4983515	93.49
snippy-SAL_EA5450AA_AS.scaffold	4786417	4983515	96.05
snippy-SAL_EA5451AA_AS.scaffold	4694887	4983515	94.21
snippy-SAL_EA5452AA_AS.scaffold	4694977	4983515	94.21
snippy-SAL_EA5476AA_AS.scaffold	4784853	4983515	96.01
snippy-SAL_EA5497AA_AS.scaffold	4780633	4983515	95.93
snippy-SAL_EA5506AA_AS.scaffold	4780902	4983515	95.93
snippy-SAL_EA5547AA_AS.scaffold	4692204	4983515	94.15
snippy-SAL_EA5562AA_AS.scaffold	4683739	4983515	93.98
snippy-SAL_EA5576AA_AS.scaffold	4740595	4983515	95.13
snippy-SAL_EA5577AA_AS.scaffold	4693847	4983515	94.19
snippy-SAL_EA5584AA_AS.scaffold	4705567	4983515	94.42
snippy-SAL_EA5595AA_AS.scaffold	4703451	4983515	94.38
snippy-SAL_EA5599AA_AS.scaffold	4694845	4983515	94.21
snippy-SAL_EA5600AA_AS.scaffold	4694866	4983515	94.21
snippy-SAL_EA5611AA_AS.scaffold	4685294	4983515	94.02
snippy-SAL_EA5616AA_AS.scaffold	4708313	4983515	94.48
snippy-SAL_EA5627AA_AS.scaffold	4777269	4983515	95.86
snippy-SAL_EA5642AA_AS.scaffold	4783212	4983515	95.98
snippy-SAL_EA5644AA_AS.scaffold	4694979	4983515	94.21
snippy-SAL_EA5646AA_AS.scaffold	4689705	4983515	94.10
snippy-SAL_EA5660AA_AS.scaffold	4697060	4983515	94.25
snippy-SAL_EA5669AA_AS.scaffold	4677342	4983515	93.86
snippy-SAL_EA5736AA_AS.scaffold	4649685	4983515	93.30
snippy-SAL_EA5739AA_AS.scaffold	4694222	4983515	94.20
snippy-SAL_EA5785AA_AS.scaffold	4695272	4983515	94.22
snippy-SAL_EA5797AA_AS.scaffold	4688919	4983515	94.09
snippy-SAL_EA5808AA_AS.scaffold	4690692	4983515	94.12
snippy-SAL_EA5812AA_AS.scaffold	4693349	4983515	94.18
snippy-SAL_EA5820AA_AS.scaffold	4692367	4983515	94.16
snippy-SAL_EA5822AA_AS.scaffold	4682627	4983515	93.96
snippy-SAL_EA5847AA_AS.scaffold	4655957	4983515	93.43
snippy-SAL_EA5848AA_AS.scaffold	4655714	4983515	93.42
snippy-SAL_EA5850AA_AS.scaffold	4655911	4983515	93.43
snippy-SAL_EA5851AA_AS.scaffold	4735902	4983515	95.03
snippy-SAL_EA5852AA_AS.scaffold	4656160	4983515	93.43
snippy-SAL_EA5855AA_AS.scaffold	4656061	4983515	93.43
snippy-SAL_EA5860AA_AS.scaffold	4767660	4983515	95.67
snippy-SAL_EA6255AA_AS.scaffold	4706172	4983515	94.43
snippy-SAL_EA6290AA_AS.scaffold	4655301	4983515	93.41
snippy-SAL_EA6969AA_AS.scaffold	4693195	4983515	94.17
snippy-SAL_EA7032AA_AS.scaffold	4721210	4983515	94.74
snippy-SAL_EA8375AA_AS.scaffold	4670509	4983515	93.72
snippy-SAL_EA8399AA_AS.scaffold	4644656	4983515	93.20
snippy-SAL_EA8838AA_AS.scaffold	4705310	4983515	94.42
snippy-SAL_EA8840AA_AS.scaffold	4699318	4983515	94.30
snippy-SAL_EA8843AA_AS.scaffold	4656212	4983515	93.43
snippy-SAL_EA8849AA_AS.scaffold	4779392	4983515	95.90
snippy-SAL_EA8885AA_AS.scaffold	4696545	4983515	94.24
snippy-SAL_EA8889AA_AS.scaffold	4696684	4983515	94.24
snippy-SAL_EA8919AA_AS.scaffold	4664685	4983515	93.60
snippy-SAL_EA8931AA_AS.scaffold	4688793	4983515	94.09
snippy-SAL_EA8933AA_AS.scaffold	4788900	4983515	96.09
snippy-SAL_EA8944AA_AS.scaffold	4694930	4983515	94.21
snippy-SAL_EA8947AA_AS.scaffold	4695919	4983515	94.23
snippy-SAL_EA8951AA_AS.scaffold	4690659	4983515	94.12
