[#-
Group1 category: group Group1: B
Group2 category: group Group2: !B---
Name	GroupOne (+)	GroupOne (-)	GroupTwo (+)	GroupTwo (-)	pValue	Ratio
4982350	1	0	0	14	1.0	1.0
83794	1	0	0	14	1.0	1.0
3648116	1	0	0	14	1.0	1.0
5268259	1	0	0	14	1.0	1.0
245699	1	0	0	14	1.0	1.0
5300944	1	0	0	14	1.0	1.0
5229195	1	0	0	14	1.0	1.0
4838864	1	0	0	14	1.0	1.0
4743081	1	0	0	14	1.0	1.0
3536286	1	0	0	14	1.0	1.0
4316825	1	0	0	14	1.0	1.0
1726742	1	0	0	14	1.0	1.0
1160614	1	0	0	14	1.0	1.0
1009616	1	0	0	14	1.0	1.0
4943212	1	0	0	14	1.0	1.0
3029014	1	0	0	14	1.0	1.0
1745958	1	0	0	14	1.0	1.0
1031088	1	0	0	14	1.0	1.0
2798744	1	0	0	14	1.0	1.0
3172017	1	0	0	14	1.0	1.0
5205588	1	0	0	14	1.0	1.0
2304165	1	0	0	14	1.0	1.0
3610856	1	0	0	14	1.0	1.0
2806588	1	0	0	14	1.0	1.0
2099531	1	0	0	14	1.0	1.0
903366	1	0	0	14	1.0	1.0
420872	1	0	0	14	1.0	1.0
2735064	1	0	0	14	1.0	1.0
78903	1	0	0	14	1.0	1.0
2493285	1	0	0	14	1.0	1.0
3890876	1	0	0	14	1.0	1.0
1533427	1	0	0	14	1.0	1.0
4695647	1	0	0	14	1.0	1.0
19111	1	0	0	14	1.0	1.0
4752573	1	0	0	14	1.0	1.0
4817575	1	0	0	14	1.0	1.0
3610997	1	0	0	14	1.0	1.0
1828675	1	0	0	14	1.0	1.0
1822185	1	0	0	14	1.0	1.0
1241881	1	0	0	14	1.0	1.0
3173564	1	0	0	14	1.0	1.0
4916809	1	0	0	14	1.0	1.0
2446401	1	0	0	14	1.0	1.0
822441	1	0	0	14	1.0	1.0
2260502	1	0	0	14	1.0	1.0
677474	1	0	0	14	1.0	1.0
1744922	1	0	0	14	1.0	1.0
3506339	1	0	0	14	1.0	1.0
2795141	1	0	0	14	1.0	1.0
3977058	1	0	0	14	1.0	1.0
493607	1	0	0	14	1.0	1.0
3071442	1	0	0	14	1.0	1.0
2801822	1	0	0	14	1.0	1.0
1070902	1	0	0	14	1.0	1.0
5137892	1	0	0	14	1.0	1.0
1516192	1	0	0	14	1.0	1.0
2058767	1	0	0	14	1.0	1.0
3521893	1	0	0	14	1.0	1.0
4462157	1	0	0	14	1.0	1.0
5008255	1	0	0	14	1.0	1.0
1641041	1	0	0	14	1.0	1.0
4219023	1	0	0	14	1.0	1.0
2821370	1	0	0	14	1.0	1.0
4092114	1	0	0	14	1.0	1.0
3436560	1	0	0	14	1.0	1.0
5028217	1	0	0	14	1.0	1.0
1524953	1	0	0	14	1.0	1.0
4793215	1	0	0	14	1.0	1.0
5030146	1	0	0	14	1.0	1.0
4421844	1	0	0	14	1.0	1.0
77432	1	0	0	14	1.0	1.0
3312596	1	0	0	14	1.0	1.0
5116800	1	0	0	14	1.0	1.0
541834	1	0	0	14	1.0	1.0
952070	1	0	0	14	1.0	1.0
426513	1	0	0	14	1.0	1.0
2264025	1	0	0	14	1.0	1.0
71939	1	0	0	14	1.0	1.0
3594321	1	0	0	14	1.0	1.0
3179997	1	0	0	14	1.0	1.0
5154921	1	0	0	14	1.0	1.0
4804210	1	0	0	14	1.0	1.0
49222	1	0	0	14	1.0	1.0
819685	1	0	0	14	1.0	1.0
2953996	1	0	0	14	1.0	1.0
88456	1	0	0	14	1.0	1.0
643561	1	0	0	14	1.0	1.0
3429960	1	0	0	14	1.0	1.0
2763012	1	0	0	14	1.0	1.0
3803641	1	0	0	14	1.0	1.0
4552737	1	0	0	14	1.0	1.0
3172718	1	0	0	14	1.0	1.0
3119061	1	0	0	14	1.0	1.0
9868	1	0	0	14	1.0	1.0
4949603	1	0	0	14	1.0	1.0
3435305	1	0	0	14	1.0	1.0
5329538	1	0	0	14	1.0	1.0
4800690	1	0	0	14	1.0	1.0
4006230	1	0	0	14	1.0	1.0
5107503	1	0	0	14	1.0	1.0
4409411	1	0	0	14	1.0	1.0
3975935	1	0	0	14	1.0	1.0
528938	1	0	0	14	1.0	1.0
565054	1	0	0	14	1.0	1.0
1755995	1	0	0	14	1.0	1.0
1537434	1	0	0	14	1.0	1.0
4109056	1	0	0	14	1.0	1.0
2880890	1	0	0	14	1.0	1.0
4946228	1	0	0	14	1.0	1.0
2054697	1	0	0	14	1.0	1.0
3824088	1	0	0	14	1.0	1.0
5472207	1	0	0	14	1.0	1.0
5169543	1	0	0	14	1.0	1.0
85657	1	0	0	14	1.0	1.0
4100253	1	0	0	14	1.0	1.0
4444148	1	0	0	14	1.0	1.0
3666369	1	0	0	14	1.0	1.0
3288295	1	0	0	14	1.0	1.0
4430688	1	0	0	14	1.0	1.0
3123046	1	0	0	14	1.0	1.0
3608189	1	0	0	14	1.0	1.0
885819	1	0	0	14	1.0	1.0
4096323	1	0	0	14	1.0	1.0
2808425	1	0	0	14	1.0	1.0
4418512	1	0	0	14	1.0	1.0
1738161	1	0	0	14	1.0	1.0
1536723	1	0	0	14	1.0	1.0
86832	1	0	0	14	1.0	1.0
3710284	1	0	0	14	1.0	1.0
5103392	1	0	0	14	1.0	1.0
69332	1	0	0	14	1.0	1.0
3332028	1	0	0	14	1.0	1.0
3304483	1	0	0	14	1.0	1.0
3724733	1	0	0	14	1.0	1.0
4874433	1	0	0	14	1.0	1.0
5124405	1	0	0	14	1.0	1.0
3539188	1	0	0	14	1.0	1.0
4926257	1	0	0	14	1.0	1.0
3771890	1	0	0	14	1.0	1.0
4116092	1	0	0	14	1.0	1.0
11212	1	0	0	14	1.0	1.0
883466	1	0	0	14	1.0	1.0
421178	1	0	0	14	1.0	1.0
3102083	1	0	0	14	1.0	1.0
3304609	1	0	0	14	1.0	1.0
2548394	1	0	0	14	1.0	1.0
4174074	1	0	0	14	1.0	1.0
1497691	1	0	0	14	1.0	1.0
2653214	1	0	0	14	1.0	1.0
4577084	1	0	0	14	1.0	1.0
4935730	1	0	0	14	1.0	1.0
866548	1	0	0	14	1.0	1.0
4461390	1	0	0	14	1.0	1.0
628254	1	0	0	14	1.0	1.0
2101270	1	0	0	14	1.0	1.0
214428	1	0	0	14	1.0	1.0
3269081	1	0	0	14	1.0	1.0
2074794	1	0	0	14	1.0	1.0
211012	1	0	0	14	1.0	1.0
5427160	1	0	0	14	1.0	1.0
1100014	1	0	0	14	1.0	1.0
4492060	1	0	0	14	1.0	1.0
3148364	1	0	0	14	1.0	1.0
4364327	1	0	0	14	1.0	1.0
3588236	1	0	0	14	1.0	1.0
2125672	1	0	0	14	1.0	1.0
4112342	1	0	0	14	1.0	1.0
1318905	1	0	0	14	1.0	1.0
5126124	1	0	0	14	1.0	1.0
1073015	1	0	0	14	1.0	1.0
238596	1	0	0	14	1.0	1.0
2286407	1	0	0	14	1.0	1.0
3877581	1	0	0	14	1.0	1.0
2063493	1	0	0	14	1.0	1.0
2038259	1	0	0	14	1.0	1.0
3327013	1	0	0	14	1.0	1.0
2417331	1	0	0	14	1.0	1.0
1135533	1	0	0	14	1.0	1.0
2661307	1	0	0	14	1.0	1.0
3522427	1	0	0	14	1.0	1.0
4305191	1	0	0	14	1.0	1.0
5087218	1	0	0	14	1.0	1.0
5158855	1	0	0	14	1.0	1.0
4917521	1	0	0	14	1.0	1.0
367119	1	0	0	14	1.0	1.0
1641162	1	0	0	14	1.0	1.0
4097481	1	0	0	14	1.0	1.0
4049503	1	0	0	14	1.0	1.0
178311	1	0	0	14	1.0	1.0
3664770	1	0	0	14	1.0	1.0
4077065	1	0	0	14	1.0	1.0
2877711	1	0	0	14	1.0	1.0
2451489	1	0	0	14	1.0	1.0
714575	1	0	0	14	1.0	1.0
3371058	1	0	0	14	1.0	1.0
3404833	1	0	0	14	1.0	1.0
131617	1	0	0	14	1.0	1.0
4434082	1	0	0	14	1.0	1.0
3230304	1	0	0	14	1.0	1.0
938782	1	0	0	14	1.0	1.0
83310	1	0	0	14	1.0	1.0
1712716	1	0	0	14	1.0	1.0
3927806	1	0	0	14	1.0	1.0
953622	1	0	0	14	1.0	1.0
4973884	1	0	0	14	1.0	1.0
3338299	1	0	0	14	1.0	1.0
3512613	1	0	0	14	1.0	1.0
933941	1	0	0	14	1.0	1.0
3106502	1	0	0	14	1.0	1.0
3068246	1	0	0	14	1.0	1.0
2446834	1	0	0	14	1.0	1.0
5103723	1	0	0	14	1.0	1.0
4305740	1	0	0	14	1.0	1.0
1316103	1	0	0	14	1.0	1.0
2991424	1	0	0	14	1.0	1.0
2805233	1	0	0	14	1.0	1.0
3379847	1	0	0	14	1.0	1.0
3189132	1	0	0	14	1.0	1.0
5182153	1	0	0	14	1.0	1.0
3292861	1	0	0	14	1.0	1.0
2522725	1	0	0	14	1.0	1.0
712627	1	0	0	14	1.0	1.0
2055728	1	0	0	14	1.0	1.0
1718163	1	0	0	14	1.0	1.0
1831668	1	0	0	14	1.0	1.0
3641678	1	0	0	14	1.0	1.0
802308	1	0	0	14	1.0	1.0
2523083	1	0	0	14	1.0	1.0
2994849	1	0	0	14	1.0	1.0
2326284	1	0	0	14	1.0	1.0
1827573	1	0	0	14	1.0	1.0
3582753	1	0	0	14	1.0	1.0
4673993	1	0	0	14	1.0	1.0
2991301	1	0	0	14	1.0	1.0
1872438	1	0	0	14	1.0	1.0
3583615	1	0	0	14	1.0	1.0
778159	1	0	0	14	1.0	1.0
1029904	1	0	0	14	1.0	1.0
3532880	1	0	0	14	1.0	1.0
4242333	1	0	0	14	1.0	1.0
3514071	1	0	0	14	1.0	1.0
5346612	1	0	0	14	1.0	1.0
2547438	1	0	0	14	1.0	1.0
5158947	1	0	0	14	1.0	1.0
2991451	1	0	0	14	1.0	1.0
3557654	1	0	0	14	1.0	1.0
2769296	1	0	0	14	1.0	1.0
1062255	1	0	0	14	1.0	1.0
1909105	1	0	0	14	1.0	1.0
2056501	1	0	0	14	1.0	1.0
2390784	1	0	0	14	1.0	1.0
2822641	1	0	0	14	1.0	1.0
1040989	1	0	0	14	1.0	1.0
4748066	1	0	0	14	1.0	1.0
3080420	1	0	0	14	1.0	1.0
3451651	1	0	0	14	1.0	1.0
2146406	1	0	0	14	1.0	1.0
5137247	1	0	0	14	1.0	1.0
4364684	1	0	0	14	1.0	1.0
1515117	1	0	0	14	1.0	1.0
3062161	1	0	0	14	1.0	1.0
4251939	1	0	0	14	1.0	1.0
5413321	1	0	0	14	1.0	1.0
2793671	1	0	0	14	1.0	1.0
4449200	1	0	0	14	1.0	1.0
224544	1	0	0	14	1.0	1.0
4742064	1	0	0	14	1.0	1.0
167993	1	0	0	14	1.0	1.0
5169693	1	0	0	14	1.0	1.0
3613534	1	0	0	14	1.0	1.0
29192	1	0	0	14	1.0	1.0
2793961	1	0	0	14	1.0	1.0
197860	1	0	0	14	1.0	1.0
3107017	1	0	0	14	1.0	1.0
2436305	1	0	0	14	1.0	1.0
4783834	1	0	0	14	1.0	1.0
1469306	1	0	0	14	1.0	1.0
538012	1	0	0	14	1.0	1.0
4685912	1	0	0	14	1.0	1.0
4777785	1	0	0	14	1.0	1.0
2799912	1	0	0	14	1.0	1.0
473560	1	0	0	14	1.0	1.0
4116485	1	0	0	14	1.0	1.0
938791	1	0	0	14	1.0	1.0
5265780	1	0	0	14	1.0	1.0
2071645	1	0	0	14	1.0	1.0
4465471	1	0	0	14	1.0	1.0
4793167	1	0	0	14	1.0	1.0
104374	1	0	0	14	1.0	1.0
4947472	1	0	0	14	1.0	1.0
3001445	1	0	0	14	1.0	1.0
803934	1	0	0	14	1.0	1.0
2035054	1	0	0	14	1.0	1.0
2523025	1	0	0	14	1.0	1.0
3622981	1	0	0	14	1.0	1.0
2375543	1	0	0	14	1.0	1.0
4421880	1	0	0	14	1.0	1.0
4862768	1	0	0	14	1.0	1.0
1085472	1	0	0	14	1.0	1.0
122712	1	0	0	14	1.0	1.0
3265926	1	0	0	14	1.0	1.0
5000585	1	0	0	14	1.0	1.0
3408903	1	0	0	14	1.0	1.0
3979908	1	0	0	14	1.0	1.0
2655670	1	0	0	14	1.0	1.0
4646867	1	0	0	14	1.0	1.0
4780071	1	0	0	14	1.0	1.0
3121130	1	0	0	14	1.0	1.0
775408	1	0	0	14	1.0	1.0
4749142	1	0	0	14	1.0	1.0
3030823	1	0	0	14	1.0	1.0
5408628	1	0	0	14	1.0	1.0
708484	1	0	0	14	1.0	1.0
4550146	1	0	0	14	1.0	1.0
3340739	1	0	0	14	1.0	1.0
5296258	1	0	0	14	1.0	1.0
3074539	1	0	0	14	1.0	1.0
2979831	1	0	0	14	1.0	1.0
5309161	1	0	0	14	1.0	1.0
4683594	1	0	0	14	1.0	1.0
1845955	1	0	0	14	1.0	1.0
4678260	1	0	0	14	1.0	1.0
5457260	1	0	0	14	1.0	1.0
2820791	1	0	0	14	1.0	1.0
3051655	1	0	0	14	1.0	1.0
1915816	1	0	0	14	1.0	1.0
614392	1	0	0	14	1.0	1.0
3546458	1	0	0	14	1.0	1.0
788822	1	0	0	14	1.0	1.0
3976242	1	0	0	14	1.0	1.0
4254396	1	0	0	14	1.0	1.0
3074445	1	0	0	14	1.0	1.0
3270209	1	0	0	14	1.0	1.0
1893387	1	0	0	14	1.0	1.0
2794762	1	0	0	14	1.0	1.0
1719469	1	0	0	14	1.0	1.0
2552977	1	0	0	14	1.0	1.0
4067859	1	0	0	14	1.0	1.0
3018278	1	0	0	14	1.0	1.0
3137546	1	0	0	14	1.0	1.0
969335	1	0	0	14	1.0	1.0
3514530	1	0	0	14	1.0	1.0
2889541	1	0	0	14	1.0	1.0
4305407	1	0	0	14	1.0	1.0
2144493	1	0	0	14	1.0	1.0
4685989	1	0	0	14	1.0	1.0
3768122	1	0	0	14	1.0	1.0
1098962	1	0	0	14	1.0	1.0
2453083	1	0	0	14	1.0	1.0
2016718	1	0	0	14	1.0	1.0
2120723	1	0	0	14	1.0	1.0
805507	1	0	0	14	1.0	1.0
2657085	1	0	0	14	1.0	1.0
4320767	1	0	0	14	1.0	1.0
3146911	1	0	0	14	1.0	1.0
4363902	1	0	0	14	1.0	1.0
890387	1	0	0	14	1.0	1.0
1705437	1	0	0	14	1.0	1.0
4782107	1	0	0	14	1.0	1.0
4578922	1	0	0	14	1.0	1.0
1316451	1	0	0	14	1.0	1.0
2087851	1	0	0	14	1.0	1.0
3127851	1	0	0	14	1.0	1.0
3010379	1	0	0	14	1.0	1.0
3994956	1	0	0	14	1.0	1.0
2298624	1	0	0	14	1.0	1.0
1745961	1	0	0	14	1.0	1.0
5122793	1	0	0	14	1.0	1.0
427288	1	0	0	14	1.0	1.0
963452	1	0	0	14	1.0	1.0
3527415	1	0	0	14	1.0	1.0
1154994	1	0	0	14	1.0	1.0
3262901	1	0	0	14	1.0	1.0
1021171	1	0	0	14	1.0	1.0
3378611	1	0	0	14	1.0	1.0
4022517	1	0	0	14	1.0	1.0
2488375	1	0	0	14	1.0	1.0
3610382	1	0	0	14	1.0	1.0
2291379	1	0	0	14	1.0	1.0
3653398	1	0	0	14	1.0	1.0
3116150	1	0	0	14	1.0	1.0
4948455	1	0	0	14	1.0	1.0
3184012	1	0	0	14	1.0	1.0
335581	1	0	0	14	1.0	1.0
4448009	1	0	0	14	1.0	1.0
2839524	1	0	0	14	1.0	1.0
3266804	1	0	0	14	1.0	1.0
4448759	1	0	0	14	1.0	1.0
3051862	1	0	0	14	1.0	1.0
3536268	1	0	0	14	1.0	1.0
2629732	1	0	0	14	1.0	1.0
3445610	1	0	0	14	1.0	1.0
215805	1	0	0	14	1.0	1.0
4629091	1	0	0	14	1.0	1.0
2454037	1	0	0	14	1.0	1.0
2296176	1	0	0	14	1.0	1.0
3323839	1	0	0	14	1.0	1.0
776104	1	0	0	14	1.0	1.0
3243478	1	0	0	14	1.0	1.0
2054666	1	0	0	14	1.0	1.0
5037424	1	0	0	14	1.0	1.0
4748552	1	0	0	14	1.0	1.0
4823918	1	0	0	14	1.0	1.0
4363670	1	0	0	14	1.0	1.0
3271185	1	0	0	14	1.0	1.0
3548193	1	0	0	14	1.0	1.0
3257141	1	0	0	14	1.0	1.0
5486820	1	0	0	14	1.0	1.0
3971593	1	0	0	14	1.0	1.0
1643533	1	0	0	14	1.0	1.0
2476495	1	0	0	14	1.0	1.0
528974	1	0	0	14	1.0	1.0
817382	1	0	0	14	1.0	1.0
1086716	1	0	0	14	1.0	1.0
3287399	1	0	0	14	1.0	1.0
5037451	1	0	0	14	1.0	1.0
3454137	1	0	0	14	1.0	1.0
4850071	1	0	0	14	1.0	1.0
3882093	1	0	0	14	1.0	1.0
459872	1	0	0	14	1.0	1.0
335488	1	0	0	14	1.0	1.0
4871078	1	0	0	14	1.0	1.0
4017553	1	0	0	14	1.0	1.0
2310366	1	0	0	14	1.0	1.0
2138704	1	0	0	14	1.0	1.0
4128822	1	0	0	14	1.0	1.0
1157865	1	0	0	14	1.0	1.0
693344	1	0	0	14	1.0	1.0
4538683	1	0	0	14	1.0	1.0
3807890	1	0	0	14	1.0	1.0
3835770	1	0	0	14	1.0	1.0
1085205	1	0	0	14	1.0	1.0
4841077	1	0	0	14	1.0	1.0
657850	1	0	0	14	1.0	1.0
1042864	1	0	0	14	1.0	1.0
2577073	1	0	0	14	1.0	1.0
4217502	1	0	0	14	1.0	1.0
2862195	1	0	0	14	1.0	1.0
5015059	1	0	0	14	1.0	1.0
3432304	1	0	0	14	1.0	1.0
4956096	1	0	0	14	1.0	1.0
5123035	1	0	0	14	1.0	1.0
3825168	1	0	0	14	1.0	1.0
3841786	1	0	0	14	1.0	1.0
3886181	1	0	0	14	1.0	1.0
4053210	1	0	0	14	1.0	1.0
5099925	1	0	0	14	1.0	1.0
3607359	1	0	0	14	1.0	1.0
4644762	1	0	0	14	1.0	1.0
704747	1	0	0	14	1.0	1.0
1680521	1	0	0	14	1.0	1.0
5098131	1	0	0	14	1.0	1.0
5246839	1	0	0	14	1.0	1.0
3161747	1	0	0	14	1.0	1.0
4723209	1	0	0	14	1.0	1.0
2061194	1	0	0	14	1.0	1.0
211144	1	0	0	14	1.0	1.0
3758565	1	0	0	14	1.0	1.0
4433263	1	0	0	14	1.0	1.0
34819	1	0	0	14	1.0	1.0
1495536	1	0	0	14	1.0	1.0
2114773	1	0	0	14	1.0	1.0
4575675	1	0	0	14	1.0	1.0
4751150	1	0	0	14	1.0	1.0
2841996	1	0	0	14	1.0	1.0
84980	1	0	0	14	1.0	1.0
588	1	0	0	14	1.0	1.0
295412	1	0	0	14	1.0	1.0
4191026	1	0	0	14	1.0	1.0
4822265	1	0	0	14	1.0	1.0
4556939	1	0	0	14	1.0	1.0
4685552	1	0	0	14	1.0	1.0
1318509	1	0	0	14	1.0	1.0
2793275	1	0	0	14	1.0	1.0
3527099	1	0	0	14	1.0	1.0
1979704	1	0	0	14	1.0	1.0
548060	1	0	0	14	1.0	1.0
2881479	1	0	0	14	1.0	1.0
2436226	1	0	0	14	1.0	1.0
938755	1	0	0	14	1.0	1.0
4662586	1	0	0	14	1.0	1.0
2437489	1	0	0	14	1.0	1.0
3330031	1	0	0	14	1.0	1.0
4720033	1	0	0	14	1.0	1.0
4272657	1	0	0	14	1.0	1.0
124303	1	0	0	14	1.0	1.0
2805747	1	0	0	14	1.0	1.0
3986766	1	0	0	14	1.0	1.0
3616201	1	0	0	14	1.0	1.0
2117620	1	0	0	14	1.0	1.0
4100301	1	0	0	14	1.0	1.0
2999820	1	0	0	14	1.0	1.0
3557975	1	0	0	14	1.0	1.0
5276458	1	0	0	14	1.0	1.0
4573927	1	0	0	14	1.0	1.0
2481691	1	0	0	14	1.0	1.0
4722949	1	0	0	14	1.0	1.0
2029284	1	0	0	14	1.0	1.0
3073927	1	0	0	14	1.0	1.0
3098168	1	0	0	14	1.0	1.0
2290273	1	0	0	14	1.0	1.0
4944114	1	0	0	14	1.0	1.0
4436039	1	0	0	14	1.0	1.0
802407	1	0	0	14	1.0	1.0
2805453	1	0	0	14	1.0	1.0
2841444	1	0	0	14	1.0	1.0
5144087	1	0	0	14	1.0	1.0
4626300	1	0	0	14	1.0	1.0
1467739	1	0	0	14	1.0	1.0
2800627	1	0	0	14	1.0	1.0
2753921	1	0	0	14	1.0	1.0
2545634	1	0	0	14	1.0	1.0
1045443	1	0	0	14	1.0	1.0
2752162	1	0	0	14	1.0	1.0
1713012	1	0	0	14	1.0	1.0
5263409	1	0	0	14	1.0	1.0
4754193	1	0	0	14	1.0	1.0
2483060	1	0	0	14	1.0	1.0
614356	1	0	0	14	1.0	1.0
3835208	1	0	0	14	1.0	1.0
3179900	1	0	0	14	1.0	1.0
5495275	1	0	0	14	1.0	1.0
4066957	1	0	0	14	1.0	1.0
1060723	1	0	0	14	1.0	1.0
2442801	1	0	0	14	1.0	1.0
2946327	1	0	0	14	1.0	1.0
821981	1	0	0	14	1.0	1.0
493382	1	0	0	14	1.0	1.0
5194521	1	0	0	14	1.0	1.0
5136590	1	0	0	14	1.0	1.0
632204	1	0	0	14	1.0	1.0
5232223	1	0	0	14	1.0	1.0
4578485	1	0	0	14	1.0	1.0
3420138	1	0	0	14	1.0	1.0
4934694	1	0	0	14	1.0	1.0
3645821	1	0	0	14	1.0	1.0
166781	1	0	0	14	1.0	1.0
3074566	1	0	0	14	1.0	1.0
5409814	1	0	0	14	1.0	1.0
4913639	1	0	0	14	1.0	1.0
4747661	1	0	0	14	1.0	1.0
2386509	1	0	0	14	1.0	1.0
2121045	1	0	0	14	1.0	1.0
4894167	1	0	0	14	1.0	1.0
5173467	1	0	0	14	1.0	1.0
5141398	1	0	0	14	1.0	1.0
1079879	1	0	0	14	1.0	1.0
458475	1	0	0	14	1.0	1.0
3083991	1	0	0	14	1.0	1.0
28520	1	0	0	14	1.0	1.0
5206268	1	0	0	14	1.0	1.0
4673306	1	0	0	14	1.0	1.0
3604978	1	0	0	14	1.0	1.0
1079260	1	0	0	14	1.0	1.0
3824075	1	0	0	14	1.0	1.0
3309620	1	0	0	14	1.0	1.0
5138152	1	0	0	14	1.0	1.0
3292209	1	0	0	14	1.0	1.0
2854482	1	0	0	14	1.0	1.0
3580579	1	0	0	14	1.0	1.0
67510	1	0	0	14	1.0	1.0
3437215	1	0	0	14	1.0	1.0
568835	1	0	0	14	1.0	1.0
4868788	1	0	0	14	1.0	1.0
3969408	1	0	0	14	1.0	1.0
2309562	1	0	0	14	1.0	1.0
3807692	1	0	0	14	1.0	1.0
2880968	1	0	0	14	1.0	1.0
456693	1	0	0	14	1.0	1.0
4723623	1	0	0	14	1.0	1.0
1611277	1	0	0	14	1.0	1.0
3086677	1	0	0	14	1.0	1.0
1052915	1	0	0	14	1.0	1.0
4694631	1	0	0	14	1.0	1.0
488045	1	0	0	14	1.0	1.0
4636279	1	0	0	14	1.0	1.0
4412349	1	0	0	14	1.0	1.0
3367413	1	0	0	14	1.0	1.0
3167705	1	0	0	14	1.0	1.0
5338587	1	0	0	14	1.0	1.0
2404234	1	0	0	14	1.0	1.0
968039	1	0	0	14	1.0	1.0
4926851	1	0	0	14	1.0	1.0
5277798	1	0	0	14	1.0	1.0
1022857	1	0	0	14	1.0	1.0
4771530	1	0	0	14	1.0	1.0
5001461	1	0	0	14	1.0	1.0
5282101	1	0	0	14	1.0	1.0
1875219	1	0	0	14	1.0	1.0
1041340	1	0	0	14	1.0	1.0
4017005	1	0	0	14	1.0	1.0
2956458	1	0	0	14	1.0	1.0
4136685	1	0	0	14	1.0	1.0
1835398	1	0	0	14	1.0	1.0
2429543	1	0	0	14	1.0	1.0
3293581	1	0	0	14	1.0	1.0
1819235	1	0	0	14	1.0	1.0
5324098	1	0	0	14	1.0	1.0
3437004	1	0	0	14	1.0	1.0
2062223	1	0	0	14	1.0	1.0
4850329	1	0	0	14	1.0	1.0
1135779	1	0	0	14	1.0	1.0
2655883	1	0	0	14	1.0	1.0
431416	1	0	0	14	1.0	1.0
1067036	1	0	0	14	1.0	1.0
2378179	1	0	0	14	1.0	1.0
3296098	1	0	0	14	1.0	1.0
5171348	1	0	0	14	1.0	1.0
281772	1	0	0	14	1.0	1.0
565195	1	0	0	14	1.0	1.0
5331153	1	0	0	14	1.0	1.0
4838338	1	0	0	14	1.0	1.0
3143202	1	0	0	14	1.0	1.0
2802038	1	0	0	14	1.0	1.0
4908114	1	0	0	14	1.0	1.0
3094128	1	0	0	14	1.0	1.0
929955	1	0	0	14	1.0	1.0
1233761	1	0	0	14	1.0	1.0
4422261	1	0	0	14	1.0	1.0
176263	1	0	0	14	1.0	1.0
4228720	1	0	0	14	1.0	1.0
3154967	1	0	0	14	1.0	1.0
3817086	1	0	0	14	1.0	1.0
3408438	1	0	0	14	1.0	1.0
4852517	1	0	0	14	1.0	1.0
4312215	1	0	0	14	1.0	1.0
507017	1	0	0	14	1.0	1.0
1488014	1	0	0	14	1.0	1.0
4057796	1	0	0	14	1.0	1.0
4733319	1	0	0	14	1.0	1.0
1019922	1	0	0	14	1.0	1.0
5032701	1	0	0	14	1.0	1.0
1709988	1	0	0	14	1.0	1.0
290971	1	0	0	14	1.0	1.0
938671	1	0	0	14	1.0	1.0
367071	1	0	0	14	1.0	1.0
2027472	1	0	0	14	1.0	1.0
2427667	1	0	0	14	1.0	1.0
4958398	1	0	0	14	1.0	1.0
5466322	1	0	0	14	1.0	1.0
2013549	1	0	0	14	1.0	1.0
725374	1	0	0	14	1.0	1.0
861348	1	0	0	14	1.0	1.0
1524932	1	0	0	14	1.0	1.0
4988135	1	0	0	14	1.0	1.0
3173084	1	0	0	14	1.0	1.0
1746354	1	0	0	14	1.0	1.0
2570992	1	0	0	14	1.0	1.0
3515219	1	0	0	14	1.0	1.0
788739	1	0	0	14	1.0	1.0
83476	1	0	0	14	1.0	1.0
2575933	1	0	0	14	1.0	1.0
3583542	1	0	0	14	1.0	1.0
2062361	1	0	0	14	1.0	1.0
450502	1	0	0	14	1.0	1.0
2471826	1	0	0	14	1.0	1.0
490146	1	0	0	14	1.0	1.0
3601721	1	0	0	14	1.0	1.0
2055608	1	0	0	14	1.0	1.0
3673773	1	0	0	14	1.0	1.0
5172391	1	0	0	14	1.0	1.0
4681025	1	0	0	14	1.0	1.0
770206	1	0	0	14	1.0	1.0
5219128	1	0	0	14	1.0	1.0
1685037	1	0	0	14	1.0	1.0
4270281	1	0	0	14	1.0	1.0
3224962	1	0	0	14	1.0	1.0
888064	1	0	0	14	1.0	1.0
3325445	1	0	0	14	1.0	1.0
3583191	1	0	0	14	1.0	1.0
2895019	1	0	0	14	1.0	1.0
871819	1	0	0	14	1.0	1.0
3976854	1	0	0	14	1.0	1.0
1211124	1	0	0	14	1.0	1.0
4913940	1	0	0	14	1.0	1.0
3738546	1	0	0	14	1.0	1.0
2142799	1	0	0	14	1.0	1.0
962971	1	0	0	14	1.0	1.0
1114760	1	0	0	14	1.0	1.0
4189473	1	0	0	14	1.0	1.0
5263529	1	0	0	14	1.0	1.0
4080200	1	0	0	14	1.0	1.0
605476	1	0	0	14	1.0	1.0
1729465	1	0	0	14	1.0	1.0
31499	1	0	0	14	1.0	1.0
961633	1	0	0	14	1.0	1.0
1470237	1	0	0	14	1.0	1.0
4853222	1	0	0	14	1.0	1.0
5139549	1	0	0	14	1.0	1.0
5005123	1	0	0	14	1.0	1.0
12254	1	0	0	14	1.0	1.0
1497173	1	0	0	14	1.0	1.0
4657039	1	0	0	14	1.0	1.0
5022344	1	0	0	14	1.0	1.0
3413984	1	0	0	14	1.0	1.0
2521907	1	0	0	14	1.0	1.0
4886413	1	0	0	14	1.0	1.0
4310132	1	0	0	14	1.0	1.0
2482925	1	0	0	14	1.0	1.0
1472019	1	0	0	14	1.0	1.0
821933	1	0	0	14	1.0	1.0
