freq	sample	file_path	tilename	is_pos_tile	subtype	refposition	is_kmer_freq_okay	scheme	scheme_version	qc_status	qc_message	min_kmer_freq_threshold
54	SRR1002850_R	/home/mgopez/hansel_test_data/SRR1002850_R1.fastq; /home/mgopez/hansel_test_data/SRR1002850_R2.fastq	negative1174327-2.2.2.2.6	False	2.2.2.2.6	1174327	True	heidelberg	0.5.0	FAIL	FAIL: Missing Tiles Error 1: More than 5.00% missing tiles were detected. Adequate coverage detected, this may be the wrong serovar/species for scheme: heidelberg Avg calculated tile coverage = 63.27710843373494	53.0
39	SRR1002850_R	/home/mgopez/hansel_test_data/SRR1002850_R1.fastq; /home/mgopez/hansel_test_data/SRR1002850_R2.fastq	negative1193219-1.1	False	1.1	1193219	False	heidelberg	0.5.0	FAIL	FAIL: Missing Tiles Error 1: More than 5.00% missing tiles were detected. Adequate coverage detected, this may be the wrong serovar/species for scheme: heidelberg Avg calculated tile coverage = 63.27710843373494	53.0
55	SRR1002850_R	/home/mgopez/hansel_test_data/SRR1002850_R1.fastq; /home/mgopez/hansel_test_data/SRR1002850_R2.fastq	negative1276017-2.1	False	2.1	1276017	True	heidelberg	0.5.0	FAIL	FAIL: Missing Tiles Error 1: More than 5.00% missing tiles were detected. Adequate coverage detected, this may be the wrong serovar/species for scheme: heidelberg Avg calculated tile coverage = 63.27710843373494	53.0
63	SRR1002850_R	/home/mgopez/hansel_test_data/SRR1002850_R1.fastq; /home/mgopez/hansel_test_data/SRR1002850_R2.fastq	negative1288160-2.2.2.2.4	False	2.2.2.2.4	1288160	True	heidelberg	0.5.0	FAIL	FAIL: Missing Tiles Error 1: More than 5.00% missing tiles were detected. Adequate coverage detected, this may be the wrong serovar/species for scheme: heidelberg Avg calculated tile coverage = 63.27710843373494	53.0
43	SRR1002850_R	/home/mgopez/hansel_test_data/SRR1002850_R1.fastq; /home/mgopez/hansel_test_data/SRR1002850_R2.fastq	negative1313808-2.1	False	2.1	1313808	False	heidelberg	0.5.0	FAIL	FAIL: Missing Tiles Error 1: More than 5.00% missing tiles were detected. Adequate coverage detected, this may be the wrong serovar/species for scheme: heidelberg Avg calculated tile coverage = 63.27710843373494	53.0
39	SRR1002850_R	/home/mgopez/hansel_test_data/SRR1002850_R1.fastq; /home/mgopez/hansel_test_data/SRR1002850_R2.fastq	negative1329594-2.1.1.2	False	2.1.1.2	1329594	False	heidelberg	0.5.0	FAIL	FAIL: Missing Tiles Error 1: More than 5.00% missing tiles were detected. Adequate coverage detected, this may be the wrong serovar/species for scheme: heidelberg Avg calculated tile coverage = 63.27710843373494	53.0
51	SRR1002850_R	/home/mgopez/hansel_test_data/SRR1002850_R1.fastq; /home/mgopez/hansel_test_data/SRR1002850_R2.fastq	negative1462807-2.2.3	False	2.2.3	1462807	False	heidelberg	0.5.0	FAIL	FAIL: Missing Tiles Error 1: More than 5.00% missing tiles were detected. Adequate coverage detected, this may be the wrong serovar/species for scheme: heidelberg Avg calculated tile coverage = 63.27710843373494	53.0
41	SRR1002850_R	/home/mgopez/hansel_test_data/SRR1002850_R1.fastq; /home/mgopez/hansel_test_data/SRR1002850_R2.fastq	negative1534092-2.1.1.1	False	2.1.1.1	1534092	False	heidelberg	0.5.0	FAIL	FAIL: Missing Tiles Error 1: More than 5.00% missing tiles were detected. Adequate coverage detected, this may be the wrong serovar/species for scheme: heidelberg Avg calculated tile coverage = 63.27710843373494	53.0
30	SRR1002850_R	/home/mgopez/hansel_test_data/SRR1002850_R1.fastq; /home/mgopez/hansel_test_data/SRR1002850_R2.fastq	negative1603329-2.2.2.2.1.1	False	2.2.2.2.1.1	1603329	False	heidelberg	0.5.0	FAIL	FAIL: Missing Tiles Error 1: More than 5.00% missing tiles were detected. Adequate coverage detected, this may be the wrong serovar/species for scheme: heidelberg Avg calculated tile coverage = 63.27710843373494	53.0
58	SRR1002850_R	/home/mgopez/hansel_test_data/SRR1002850_R1.fastq; /home/mgopez/hansel_test_data/SRR1002850_R2.fastq	negative1649579-2.2.2.2.4	False	2.2.2.2.4	1649579	True	heidelberg	0.5.0	FAIL	FAIL: Missing Tiles Error 1: More than 5.00% missing tiles were detected. Adequate coverage detected, this may be the wrong serovar/species for scheme: heidelberg Avg calculated tile coverage = 63.27710843373494	53.0
44	SRR1002850_R	/home/mgopez/hansel_test_data/SRR1002850_R1.fastq; /home/mgopez/hansel_test_data/SRR1002850_R2.fastq	negative1689446-2.2.2.2.4	False	2.2.2.2.4	1689446	False	heidelberg	0.5.0	FAIL	FAIL: Missing Tiles Error 1: More than 5.00% missing tiles were detected. Adequate coverage detected, this may be the wrong serovar/species for scheme: heidelberg Avg calculated tile coverage = 63.27710843373494	53.0
40	SRR1002850_R	/home/mgopez/hansel_test_data/SRR1002850_R1.fastq; /home/mgopez/hansel_test_data/SRR1002850_R2.fastq	negative1697407-2.2.2.2.1.5	False	2.2.2.2.1.5	1697407	False	heidelberg	0.5.0	FAIL	FAIL: Missing Tiles Error 1: More than 5.00% missing tiles were detected. Adequate coverage detected, this may be the wrong serovar/species for scheme: heidelberg Avg calculated tile coverage = 63.27710843373494	53.0
61	SRR1002850_R	/home/mgopez/hansel_test_data/SRR1002850_R1.fastq; /home/mgopez/hansel_test_data/SRR1002850_R2.fastq	negative1760974-2.2.3.1.3	False	2.2.3.1.3	1760974	True	heidelberg	0.5.0	FAIL	FAIL: Missing Tiles Error 1: More than 5.00% missing tiles were detected. Adequate coverage detected, this may be the wrong serovar/species for scheme: heidelberg Avg calculated tile coverage = 63.27710843373494	53.0
46	SRR1002850_R	/home/mgopez/hansel_test_data/SRR1002850_R1.fastq; /home/mgopez/hansel_test_data/SRR1002850_R2.fastq	negative1825773-2.2.2.2.2	False	2.2.2.2.2	1825773	False	heidelberg	0.5.0	FAIL	FAIL: Missing Tiles Error 1: More than 5.00% missing tiles were detected. Adequate coverage detected, this may be the wrong serovar/species for scheme: heidelberg Avg calculated tile coverage = 63.27710843373494	53.0
49	SRR1002850_R	/home/mgopez/hansel_test_data/SRR1002850_R1.fastq; /home/mgopez/hansel_test_data/SRR1002850_R2.fastq	negative1831783-2.2.2.1.2	False	2.2.2.1.2	1831783	False	heidelberg	0.5.0	FAIL	FAIL: Missing Tiles Error 1: More than 5.00% missing tiles were detected. Adequate coverage detected, this may be the wrong serovar/species for scheme: heidelberg Avg calculated tile coverage = 63.27710843373494	53.0
44	SRR1002850_R	/home/mgopez/hansel_test_data/SRR1002850_R1.fastq; /home/mgopez/hansel_test_data/SRR1002850_R2.fastq	negative1840959-2.2.2.2.7	False	2.2.2.2.7	1840959	False	heidelberg	0.5.0	FAIL	FAIL: Missing Tiles Error 1: More than 5.00% missing tiles were detected. Adequate coverage detected, this may be the wrong serovar/species for scheme: heidelberg Avg calculated tile coverage = 63.27710843373494	53.0
46	SRR1002850_R	/home/mgopez/hansel_test_data/SRR1002850_R1.fastq; /home/mgopez/hansel_test_data/SRR1002850_R2.fastq	negative1856421-2.1.1.1	False	2.1.1.1	1856421	False	heidelberg	0.5.0	FAIL	FAIL: Missing Tiles Error 1: More than 5.00% missing tiles were detected. Adequate coverage detected, this may be the wrong serovar/species for scheme: heidelberg Avg calculated tile coverage = 63.27710843373494	53.0
49	SRR1002850_R	/home/mgopez/hansel_test_data/SRR1002850_R1.fastq; /home/mgopez/hansel_test_data/SRR1002850_R2.fastq	negative1910623-2.2.3.3	False	2.2.3.3	1910623	False	heidelberg	0.5.0	FAIL	FAIL: Missing Tiles Error 1: More than 5.00% missing tiles were detected. Adequate coverage detected, this may be the wrong serovar/species for scheme: heidelberg Avg calculated tile coverage = 63.27710843373494	53.0
62	SRR1002850_R	/home/mgopez/hansel_test_data/SRR1002850_R1.fastq; /home/mgopez/hansel_test_data/SRR1002850_R2.fastq	negative1950957-2.2.2.2.2.2	False	2.2.2.2.2.2	1950957	True	heidelberg	0.5.0	FAIL	FAIL: Missing Tiles Error 1: More than 5.00% missing tiles were detected. Adequate coverage detected, this may be the wrong serovar/species for scheme: heidelberg Avg calculated tile coverage = 63.27710843373494	53.0
28	SRR1002850_R	/home/mgopez/hansel_test_data/SRR1002850_R1.fastq; /home/mgopez/hansel_test_data/SRR1002850_R2.fastq	negative1976727-2.1	False	2.1	1976727	False	heidelberg	0.5.0	FAIL	FAIL: Missing Tiles Error 1: More than 5.00% missing tiles were detected. Adequate coverage detected, this may be the wrong serovar/species for scheme: heidelberg Avg calculated tile coverage = 63.27710843373494	53.0
53	SRR1002850_R	/home/mgopez/hansel_test_data/SRR1002850_R1.fastq; /home/mgopez/hansel_test_data/SRR1002850_R2.fastq	negative1983064-2.2.1.1.1.1	False	2.2.1.1.1.1	1983064	True	heidelberg	0.5.0	FAIL	FAIL: Missing Tiles Error 1: More than 5.00% missing tiles were detected. Adequate coverage detected, this may be the wrong serovar/species for scheme: heidelberg Avg calculated tile coverage = 63.27710843373494	53.0
36	SRR1002850_R	/home/mgopez/hansel_test_data/SRR1002850_R1.fastq; /home/mgopez/hansel_test_data/SRR1002850_R2.fastq	negative2045923-2.1.3	False	2.1.3	2045923	False	heidelberg	0.5.0	FAIL	FAIL: Missing Tiles Error 1: More than 5.00% missing tiles were detected. Adequate coverage detected, this may be the wrong serovar/species for scheme: heidelberg Avg calculated tile coverage = 63.27710843373494	53.0
45	SRR1002850_R	/home/mgopez/hansel_test_data/SRR1002850_R1.fastq; /home/mgopez/hansel_test_data/SRR1002850_R2.fastq	negative2048364-2.1	False	2.1	2048364	False	heidelberg	0.5.0	FAIL	FAIL: Missing Tiles Error 1: More than 5.00% missing tiles were detected. Adequate coverage detected, this may be the wrong serovar/species for scheme: heidelberg Avg calculated tile coverage = 63.27710843373494	53.0
1	SRR1002850_R	/home/mgopez/hansel_test_data/SRR1002850_R1.fastq; /home/mgopez/hansel_test_data/SRR1002850_R2.fastq	negative2069216-2.2.2	False	2.2.2	2069216	False	heidelberg	0.5.0	FAIL	FAIL: Missing Tiles Error 1: More than 5.00% missing tiles were detected. Adequate coverage detected, this may be the wrong serovar/species for scheme: heidelberg Avg calculated tile coverage = 63.27710843373494	53.0
42	SRR1002850_R	/home/mgopez/hansel_test_data/SRR1002850_R1.fastq; /home/mgopez/hansel_test_data/SRR1002850_R2.fastq	negative2131791-2.2.3.1.3	False	2.2.3.1.3	2131791	False	heidelberg	0.5.0	FAIL	FAIL: Missing Tiles Error 1: More than 5.00% missing tiles were detected. Adequate coverage detected, this may be the wrong serovar/species for scheme: heidelberg Avg calculated tile coverage = 63.27710843373494	53.0
49	SRR1002850_R	/home/mgopez/hansel_test_data/SRR1002850_R1.fastq; /home/mgopez/hansel_test_data/SRR1002850_R2.fastq	negative2201150-2.2.2.2.7	False	2.2.2.2.7	2201150	False	heidelberg	0.5.0	FAIL	FAIL: Missing Tiles Error 1: More than 5.00% missing tiles were detected. Adequate coverage detected, this may be the wrong serovar/species for scheme: heidelberg Avg calculated tile coverage = 63.27710843373494	53.0
57	SRR1002850_R	/home/mgopez/hansel_test_data/SRR1002850_R1.fastq; /home/mgopez/hansel_test_data/SRR1002850_R2.fastq	negative2213229-2.1.1.3	False	2.1.1.3	2213229	True	heidelberg	0.5.0	FAIL	FAIL: Missing Tiles Error 1: More than 5.00% missing tiles were detected. Adequate coverage detected, this may be the wrong serovar/species for scheme: heidelberg Avg calculated tile coverage = 63.27710843373494	53.0
49	SRR1002850_R	/home/mgopez/hansel_test_data/SRR1002850_R1.fastq; /home/mgopez/hansel_test_data/SRR1002850_R2.fastq	negative2239956-1.2	False	1.2	2239956	False	heidelberg	0.5.0	FAIL	FAIL: Missing Tiles Error 1: More than 5.00% missing tiles were detected. Adequate coverage detected, this may be the wrong serovar/species for scheme: heidelberg Avg calculated tile coverage = 63.27710843373494	53.0
35	SRR1002850_R	/home/mgopez/hansel_test_data/SRR1002850_R1.fastq; /home/mgopez/hansel_test_data/SRR1002850_R2.fastq	negative2283825-2.1.1	False	2.1.1	2283825	False	heidelberg	0.5.0	FAIL	FAIL: Missing Tiles Error 1: More than 5.00% missing tiles were detected. Adequate coverage detected, this may be the wrong serovar/species for scheme: heidelberg Avg calculated tile coverage = 63.27710843373494	53.0
54	SRR1002850_R	/home/mgopez/hansel_test_data/SRR1002850_R1.fastq; /home/mgopez/hansel_test_data/SRR1002850_R2.fastq	negative2293563-2.2.2.1.2	False	2.2.2.1.2	2293563	True	heidelberg	0.5.0	FAIL	FAIL: Missing Tiles Error 1: More than 5.00% missing tiles were detected. Adequate coverage detected, this may be the wrong serovar/species for scheme: heidelberg Avg calculated tile coverage = 63.27710843373494	53.0
46	SRR1002850_R	/home/mgopez/hansel_test_data/SRR1002850_R1.fastq; /home/mgopez/hansel_test_data/SRR1002850_R2.fastq	negative2406889-2.2.2.2.1.2	False	2.2.2.2.1.2	2406889	False	heidelberg	0.5.0	FAIL	FAIL: Missing Tiles Error 1: More than 5.00% missing tiles were detected. Adequate coverage detected, this may be the wrong serovar/species for scheme: heidelberg Avg calculated tile coverage = 63.27710843373494	53.0
48	SRR1002850_R	/home/mgopez/hansel_test_data/SRR1002850_R1.fastq; /home/mgopez/hansel_test_data/SRR1002850_R2.fastq	negative2422397-2.1.1	False	2.1.1	2422397	False	heidelberg	0.5.0	FAIL	FAIL: Missing Tiles Error 1: More than 5.00% missing tiles were detected. Adequate coverage detected, this may be the wrong serovar/species for scheme: heidelberg Avg calculated tile coverage = 63.27710843373494	53.0
44	SRR1002850_R	/home/mgopez/hansel_test_data/SRR1002850_R1.fastq; /home/mgopez/hansel_test_data/SRR1002850_R2.fastq	negative2455459-2.2.2.2.1.2	False	2.2.2.2.1.2	2455459	False	heidelberg	0.5.0	FAIL	FAIL: Missing Tiles Error 1: More than 5.00% missing tiles were detected. Adequate coverage detected, this may be the wrong serovar/species for scheme: heidelberg Avg calculated tile coverage = 63.27710843373494	53.0
44	SRR1002850_R	/home/mgopez/hansel_test_data/SRR1002850_R1.fastq; /home/mgopez/hansel_test_data/SRR1002850_R2.fastq	negative2482056-2.2.3.1	False	2.2.3.1	2482056	False	heidelberg	0.5.0	FAIL	FAIL: Missing Tiles Error 1: More than 5.00% missing tiles were detected. Adequate coverage detected, this may be the wrong serovar/species for scheme: heidelberg Avg calculated tile coverage = 63.27710843373494	53.0
44	SRR1002850_R	/home/mgopez/hansel_test_data/SRR1002850_R1.fastq; /home/mgopez/hansel_test_data/SRR1002850_R2.fastq	negative2496132-2.1.1.2	False	2.1.1.2	2496132	False	heidelberg	0.5.0	FAIL	FAIL: Missing Tiles Error 1: More than 5.00% missing tiles were detected. Adequate coverage detected, this may be the wrong serovar/species for scheme: heidelberg Avg calculated tile coverage = 63.27710843373494	53.0
50	SRR1002850_R	/home/mgopez/hansel_test_data/SRR1002850_R1.fastq; /home/mgopez/hansel_test_data/SRR1002850_R2.fastq	negative2503823-2.2.3.1.2	False	2.2.3.1.2	2503823	False	heidelberg	0.5.0	FAIL	FAIL: Missing Tiles Error 1: More than 5.00% missing tiles were detected. Adequate coverage detected, this may be the wrong serovar/species for scheme: heidelberg Avg calculated tile coverage = 63.27710843373494	53.0
66	SRR1002850_R	/home/mgopez/hansel_test_data/SRR1002850_R1.fastq; /home/mgopez/hansel_test_data/SRR1002850_R2.fastq	negative2561007-2.2.2.2.3	False	2.2.2.2.3	2561007	True	heidelberg	0.5.0	FAIL	FAIL: Missing Tiles Error 1: More than 5.00% missing tiles were detected. Adequate coverage detected, this may be the wrong serovar/species for scheme: heidelberg Avg calculated tile coverage = 63.27710843373494	53.0
51	SRR1002850_R	/home/mgopez/hansel_test_data/SRR1002850_R1.fastq; /home/mgopez/hansel_test_data/SRR1002850_R2.fastq	negative2592097-2.2.1.1.2	False	2.2.1.1.2	2592097	False	heidelberg	0.5.0	FAIL	FAIL: Missing Tiles Error 1: More than 5.00% missing tiles were detected. Adequate coverage detected, this may be the wrong serovar/species for scheme: heidelberg Avg calculated tile coverage = 63.27710843373494	53.0
64	SRR1002850_R	/home/mgopez/hansel_test_data/SRR1002850_R1.fastq; /home/mgopez/hansel_test_data/SRR1002850_R2.fastq	negative2605132-2.2.2.2.1.5	False	2.2.2.2.1.5	2605132	True	heidelberg	0.5.0	FAIL	FAIL: Missing Tiles Error 1: More than 5.00% missing tiles were detected. Adequate coverage detected, this may be the wrong serovar/species for scheme: heidelberg Avg calculated tile coverage = 63.27710843373494	53.0
51	SRR1002850_R	/home/mgopez/hansel_test_data/SRR1002850_R1.fastq; /home/mgopez/hansel_test_data/SRR1002850_R2.fastq	negative2606626-2.2.2.2.1.1	False	2.2.2.2.1.1	2606626	False	heidelberg	0.5.0	FAIL	FAIL: Missing Tiles Error 1: More than 5.00% missing tiles were detected. Adequate coverage detected, this may be the wrong serovar/species for scheme: heidelberg Avg calculated tile coverage = 63.27710843373494	53.0
75	SRR1002850_R	/home/mgopez/hansel_test_data/SRR1002850_R1.fastq; /home/mgopez/hansel_test_data/SRR1002850_R2.fastq	negative2658490-2.2.1.1.3	False	2.2.1.1.3	2658490	True	heidelberg	0.5.0	FAIL	FAIL: Missing Tiles Error 1: More than 5.00% missing tiles were detected. Adequate coverage detected, this may be the wrong serovar/species for scheme: heidelberg Avg calculated tile coverage = 63.27710843373494	53.0
59	SRR1002850_R	/home/mgopez/hansel_test_data/SRR1002850_R1.fastq; /home/mgopez/hansel_test_data/SRR1002850_R2.fastq	negative2663535-2.2.3.2	False	2.2.3.2	2663535	True	heidelberg	0.5.0	FAIL	FAIL: Missing Tiles Error 1: More than 5.00% missing tiles were detected. Adequate coverage detected, this may be the wrong serovar/species for scheme: heidelberg Avg calculated tile coverage = 63.27710843373494	53.0
45	SRR1002850_R	/home/mgopez/hansel_test_data/SRR1002850_R1.fastq; /home/mgopez/hansel_test_data/SRR1002850_R2.fastq	negative2673994-2.2.2.2.7	False	2.2.2.2.7	2673994	False	heidelberg	0.5.0	FAIL	FAIL: Missing Tiles Error 1: More than 5.00% missing tiles were detected. Adequate coverage detected, this may be the wrong serovar/species for scheme: heidelberg Avg calculated tile coverage = 63.27710843373494	53.0
26	SRR1002850_R	/home/mgopez/hansel_test_data/SRR1002850_R1.fastq; /home/mgopez/hansel_test_data/SRR1002850_R2.fastq	negative2676021-2.2.3.2	False	2.2.3.2	2676021	False	heidelberg	0.5.0	FAIL	FAIL: Missing Tiles Error 1: More than 5.00% missing tiles were detected. Adequate coverage detected, this may be the wrong serovar/species for scheme: heidelberg Avg calculated tile coverage = 63.27710843373494	53.0
58	SRR1002850_R	/home/mgopez/hansel_test_data/SRR1002850_R1.fastq; /home/mgopez/hansel_test_data/SRR1002850_R2.fastq	negative2693425-2.2.2.2.3	False	2.2.2.2.3	2693425	True	heidelberg	0.5.0	FAIL	FAIL: Missing Tiles Error 1: More than 5.00% missing tiles were detected. Adequate coverage detected, this may be the wrong serovar/species for scheme: heidelberg Avg calculated tile coverage = 63.27710843373494	53.0
55	SRR1002850_R	/home/mgopez/hansel_test_data/SRR1002850_R1.fastq; /home/mgopez/hansel_test_data/SRR1002850_R2.fastq	negative2741489-2.2.2.2.6	False	2.2.2.2.6	2741489	True	heidelberg	0.5.0	FAIL	FAIL: Missing Tiles Error 1: More than 5.00% missing tiles were detected. Adequate coverage detected, this may be the wrong serovar/species for scheme: heidelberg Avg calculated tile coverage = 63.27710843373494	53.0
47	SRR1002850_R	/home/mgopez/hansel_test_data/SRR1002850_R1.fastq; /home/mgopez/hansel_test_data/SRR1002850_R2.fastq	negative2778422-2.2.2.2.3	False	2.2.2.2.3	2778422	False	heidelberg	0.5.0	FAIL	FAIL: Missing Tiles Error 1: More than 5.00% missing tiles were detected. Adequate coverage detected, this may be the wrong serovar/species for scheme: heidelberg Avg calculated tile coverage = 63.27710843373494	53.0
41	SRR1002850_R	/home/mgopez/hansel_test_data/SRR1002850_R1.fastq; /home/mgopez/hansel_test_data/SRR1002850_R2.fastq	negative2778621-1.1	False	1.1	2778621	False	heidelberg	0.5.0	FAIL	FAIL: Missing Tiles Error 1: More than 5.00% missing tiles were detected. Adequate coverage detected, this may be the wrong serovar/species for scheme: heidelberg Avg calculated tile coverage = 63.27710843373494	53.0
59	SRR1002850_R	/home/mgopez/hansel_test_data/SRR1002850_R1.fastq; /home/mgopez/hansel_test_data/SRR1002850_R2.fastq	negative2785633-2.1	False	2.1	2785633	True	heidelberg	0.5.0	FAIL	FAIL: Missing Tiles Error 1: More than 5.00% missing tiles were detected. Adequate coverage detected, this may be the wrong serovar/species for scheme: heidelberg Avg calculated tile coverage = 63.27710843373494	53.0
54	SRR1002850_R	/home/mgopez/hansel_test_data/SRR1002850_R1.fastq; /home/mgopez/hansel_test_data/SRR1002850_R2.fastq	negative2801759-2.2.2.2.2.2	False	2.2.2.2.2.2	2801759	True	heidelberg	0.5.0	FAIL	FAIL: Missing Tiles Error 1: More than 5.00% missing tiles were detected. Adequate coverage detected, this may be the wrong serovar/species for scheme: heidelberg Avg calculated tile coverage = 63.27710843373494	53.0
64	SRR1002850_R	/home/mgopez/hansel_test_data/SRR1002850_R1.fastq; /home/mgopez/hansel_test_data/SRR1002850_R2.fastq	negative2802706-2.2.1.1	False	2.2.1.1	2802706	True	heidelberg	0.5.0	FAIL	FAIL: Missing Tiles Error 1: More than 5.00% missing tiles were detected. Adequate coverage detected, this may be the wrong serovar/species for scheme: heidelberg Avg calculated tile coverage = 63.27710843373494	53.0
77	SRR1002850_R	/home/mgopez/hansel_test_data/SRR1002850_R1.fastq; /home/mgopez/hansel_test_data/SRR1002850_R2.fastq	negative2805778-2.2.2.2.3	False	2.2.2.2.3	2805778	True	heidelberg	0.5.0	FAIL	FAIL: Missing Tiles Error 1: More than 5.00% missing tiles were detected. Adequate coverage detected, this may be the wrong serovar/species for scheme: heidelberg Avg calculated tile coverage = 63.27710843373494	53.0
37	SRR1002850_R	/home/mgopez/hansel_test_data/SRR1002850_R1.fastq; /home/mgopez/hansel_test_data/SRR1002850_R2.fastq	negative2863936-2.2.3.2	False	2.2.3.2	2863936	False	heidelberg	0.5.0	FAIL	FAIL: Missing Tiles Error 1: More than 5.00% missing tiles were detected. Adequate coverage detected, this may be the wrong serovar/species for scheme: heidelberg Avg calculated tile coverage = 63.27710843373494	53.0
43	SRR1002850_R	/home/mgopez/hansel_test_data/SRR1002850_R1.fastq; /home/mgopez/hansel_test_data/SRR1002850_R2.fastq	negative2877590-2.2.1.2	False	2.2.1.2	2877590	False	heidelberg	0.5.0	FAIL	FAIL: Missing Tiles Error 1: More than 5.00% missing tiles were detected. Adequate coverage detected, this may be the wrong serovar/species for scheme: heidelberg Avg calculated tile coverage = 63.27710843373494	53.0
44	SRR1002850_R	/home/mgopez/hansel_test_data/SRR1002850_R1.fastq; /home/mgopez/hansel_test_data/SRR1002850_R2.fastq	negative2878560-2.1.1.3	False	2.1.1.3	2878560	False	heidelberg	0.5.0	FAIL	FAIL: Missing Tiles Error 1: More than 5.00% missing tiles were detected. Adequate coverage detected, this may be the wrong serovar/species for scheme: heidelberg Avg calculated tile coverage = 63.27710843373494	53.0
46	SRR1002850_R	/home/mgopez/hansel_test_data/SRR1002850_R1.fastq; /home/mgopez/hansel_test_data/SRR1002850_R2.fastq	negative2904061-1.1	False	1.1	2904061	False	heidelberg	0.5.0	FAIL	FAIL: Missing Tiles Error 1: More than 5.00% missing tiles were detected. Adequate coverage detected, this may be the wrong serovar/species for scheme: heidelberg Avg calculated tile coverage = 63.27710843373494	53.0
48	SRR1002850_R	/home/mgopez/hansel_test_data/SRR1002850_R1.fastq; /home/mgopez/hansel_test_data/SRR1002850_R2.fastq	negative2928609-2.2.1	False	2.2.1	2928609	False	heidelberg	0.5.0	FAIL	FAIL: Missing Tiles Error 1: More than 5.00% missing tiles were detected. Adequate coverage detected, this may be the wrong serovar/species for scheme: heidelberg Avg calculated tile coverage = 63.27710843373494	53.0
50	SRR1002850_R	/home/mgopez/hansel_test_data/SRR1002850_R1.fastq; /home/mgopez/hansel_test_data/SRR1002850_R2.fastq	negative2934077-2.2.2.2.1.3	False	2.2.2.2.1.3	2934077	False	heidelberg	0.5.0	FAIL	FAIL: Missing Tiles Error 1: More than 5.00% missing tiles were detected. Adequate coverage detected, this may be the wrong serovar/species for scheme: heidelberg Avg calculated tile coverage = 63.27710843373494	53.0
41	SRR1002850_R	/home/mgopez/hansel_test_data/SRR1002850_R1.fastq; /home/mgopez/hansel_test_data/SRR1002850_R2.fastq	negative2963935-2.1.3	False	2.1.3	2963935	False	heidelberg	0.5.0	FAIL	FAIL: Missing Tiles Error 1: More than 5.00% missing tiles were detected. Adequate coverage detected, this may be the wrong serovar/species for scheme: heidelberg Avg calculated tile coverage = 63.27710843373494	53.0
56	SRR1002850_R	/home/mgopez/hansel_test_data/SRR1002850_R1.fastq; /home/mgopez/hansel_test_data/SRR1002850_R2.fastq	negative3011381-2.1.1.3	False	2.1.1.3	3011381	True	heidelberg	0.5.0	FAIL	FAIL: Missing Tiles Error 1: More than 5.00% missing tiles were detected. Adequate coverage detected, this may be the wrong serovar/species for scheme: heidelberg Avg calculated tile coverage = 63.27710843373494	53.0
54	SRR1002850_R	/home/mgopez/hansel_test_data/SRR1002850_R1.fastq; /home/mgopez/hansel_test_data/SRR1002850_R2.fastq	negative3012157-2.2.2.2.3	False	2.2.2.2.3	3012157	True	heidelberg	0.5.0	FAIL	FAIL: Missing Tiles Error 1: More than 5.00% missing tiles were detected. Adequate coverage detected, this may be the wrong serovar/species for scheme: heidelberg Avg calculated tile coverage = 63.27710843373494	53.0
36	SRR1002850_R	/home/mgopez/hansel_test_data/SRR1002850_R1.fastq; /home/mgopez/hansel_test_data/SRR1002850_R2.fastq	negative3060368-2.2.3.2.1	False	2.2.3.2.1	3060368	False	heidelberg	0.5.0	FAIL	FAIL: Missing Tiles Error 1: More than 5.00% missing tiles were detected. Adequate coverage detected, this may be the wrong serovar/species for scheme: heidelberg Avg calculated tile coverage = 63.27710843373494	53.0
33	SRR1002850_R	/home/mgopez/hansel_test_data/SRR1002850_R1.fastq; /home/mgopez/hansel_test_data/SRR1002850_R2.fastq	negative3062689-2.2.2.2.2.2	False	2.2.2.2.2.2	3062689	False	heidelberg	0.5.0	FAIL	FAIL: Missing Tiles Error 1: More than 5.00% missing tiles were detected. Adequate coverage detected, this may be the wrong serovar/species for scheme: heidelberg Avg calculated tile coverage = 63.27710843373494	53.0
39	SRR1002850_R	/home/mgopez/hansel_test_data/SRR1002850_R1.fastq; /home/mgopez/hansel_test_data/SRR1002850_R2.fastq	negative3082064-1.2	False	1.2	3082064	False	heidelberg	0.5.0	FAIL	FAIL: Missing Tiles Error 1: More than 5.00% missing tiles were detected. Adequate coverage detected, this may be the wrong serovar/species for scheme: heidelberg Avg calculated tile coverage = 63.27710843373494	53.0
48	SRR1002850_R	/home/mgopez/hansel_test_data/SRR1002850_R1.fastq; /home/mgopez/hansel_test_data/SRR1002850_R2.fastq	negative3090898-1.2	False	1.2	3090898	False	heidelberg	0.5.0	FAIL	FAIL: Missing Tiles Error 1: More than 5.00% missing tiles were detected. Adequate coverage detected, this may be the wrong serovar/species for scheme: heidelberg Avg calculated tile coverage = 63.27710843373494	53.0
60	SRR1002850_R	/home/mgopez/hansel_test_data/SRR1002850_R1.fastq; /home/mgopez/hansel_test_data/SRR1002850_R2.fastq	negative3113857-1.2	False	1.2	3113857	True	heidelberg	0.5.0	FAIL	FAIL: Missing Tiles Error 1: More than 5.00% missing tiles were detected. Adequate coverage detected, this may be the wrong serovar/species for scheme: heidelberg Avg calculated tile coverage = 63.27710843373494	53.0
